Employee ID;Age;Gender;Years at Company;Job Role;Monthly Income;Work-Life Balance;Job Satisfaction;Performance Rating;Number of Promotions;Overtime;Distance from Home;Education Level;Marital Status;Number of Dependents;Job Level;Company Size;Company Tenure;Remote Work;Leadership Opportunities;Innovation Opportunities;Company Reputation;Employee Recognition;Attrition
54781;56;1;29;1;5929;2;1;1;0;0;50;2;0;0;0;0;105;0;0;0;2;0;Left
68699;45;0;25;3;8146;1;3;1;1;0;22;2;0;3;0;0;54;0;0;0;1;1;Left
59372;23;1;13;0;3779;1;1;1;0;0;51;2;1;1;1;1;19;0;0;0;2;0;Left
13657;27;1;18;4;12116;2;1;2;4;1;54;3;0;2;0;0;94;0;0;1;2;1;Stayed
40422;54;1;41;2;8325;0;1;1;2;1;38;0;1;3;1;0;79;0;0;0;2;0;Stayed
24744;35;0;1;1;5556;0;0;1;2;0;35;2;1;5;2;1;53;1;0;0;2;0;Stayed
33141;46;1;29;2;8780;0;1;1;1;0;1;1;1;3;1;0;64;0;0;0;2;0;Stayed
43370;27;1;2;0;2905;3;2;1;0;0;74;1;1;4;1;2;69;0;0;0;3;0;Left
2994;44;1;23;2;7940;1;1;1;0;0;72;3;1;1;0;0;77;1;0;0;2;1;Stayed
72023;32;0;6;0;4608;0;2;2;1;0;98;1;1;0;1;0;77;0;0;0;3;0;Left
57469;28;0;13;2;8454;0;2;1;0;0;35;1;1;2;1;0;70;1;0;1;3;2;Stayed
70581;33;1;6;1;7123;2;1;0;0;0;21;0;2;0;1;0;18;1;0;0;2;0;Stayed
23647;46;0;35;2;7495;3;1;2;0;0;79;2;1;0;0;0;56;1;0;1;2;0;Stayed
25996;20;1;4;0;4281;2;1;1;1;0;87;1;1;3;1;1;10;0;0;0;1;0;Stayed
58983;49;1;41;1;5735;0;2;1;1;1;41;0;1;1;0;0;45;1;1;0;1;2;Stayed
69104;53;1;33;3;9781;0;3;0;0;0;27;0;2;2;0;0;90;0;0;1;3;0;Left
9912;54;1;35;3;9332;1;0;3;1;0;16;3;0;0;0;1;49;0;0;1;2;0;Left
10794;39;1;23;0;5702;3;1;1;0;0;29;3;0;3;1;0;100;0;0;0;1;1;Left
54641;55;1;2;4;11641;2;1;3;2;0;18;2;0;0;0;0;7;0;0;0;1;2;Left
62128;39;1;17;3;9909;1;2;1;0;0;8;2;0;5;1;0;86;1;0;0;2;0;Stayed
8529;43;1;20;1;6324;1;1;1;1;1;26;1;0;0;1;1;63;0;0;0;2;1;Stayed
27785;29;0;8;0;4647;3;2;2;3;0;75;2;1;0;0;0;76;0;0;0;2;0;Stayed
63537;56;1;46;2;8543;1;0;3;2;1;34;0;1;0;1;1;106;1;0;0;2;1;Stayed
18484;39;0;7;4;6392;2;3;1;0;0;29;3;2;0;2;0;28;1;0;0;1;0;Stayed
74422;53;0;25;0;3658;1;1;2;0;0;21;2;1;0;2;0;70;1;0;0;2;0;Stayed
70852;28;0;17;0;3145;0;1;1;2;0;35;2;0;2;1;0;34;1;0;0;1;0;Left
55543;51;0;25;3;9974;2;1;1;0;0;33;0;0;1;0;0;94;0;0;0;1;2;Left
41653;24;1;8;3;13962;0;3;1;0;1;27;4;1;0;1;1;12;0;0;0;2;0;Left
62240;47;1;3;0;2446;0;1;1;0;0;60;4;1;1;1;0;39;0;0;0;1;1;Stayed
50046;56;1;38;0;5409;2;1;1;1;1;83;0;1;0;2;2;79;0;0;0;0;0;Stayed
61838;33;0;21;2;7774;1;2;2;1;1;65;1;0;0;1;0;85;1;0;0;1;0;Left
63745;47;1;28;4;11473;0;0;1;2;0;36;2;0;0;0;1;33;0;0;1;1;0;Left
27512;26;0;11;1;6957;2;2;2;0;0;16;0;1;1;1;0;40;0;0;1;1;0;Left
72632;48;1;12;3;7471;2;0;1;1;0;92;2;0;2;1;0;84;0;0;0;1;0;Left
15543;42;0;13;2;8052;2;3;1;0;1;6;2;1;4;0;1;43;0;0;0;2;1;Left
14311;37;0;16;2;9967;1;1;1;0;0;22;2;0;3;1;1;70;0;0;0;2;0;Stayed
17456;51;0;15;3;8189;3;2;1;0;1;44;3;1;2;1;0;28;0;0;0;1;2;Left
28741;46;1;2;2;10807;0;3;3;0;1;39;0;1;6;0;1;4;0;0;0;1;0;Stayed
43493;53;1;3;3;8939;2;0;1;1;0;35;0;2;1;0;0;17;0;0;0;2;0;Left
29245;54;1;34;2;8767;0;1;1;1;0;57;4;2;3;0;0;62;0;0;0;0;2;Stayed
8719;35;0;1;0;4795;2;0;1;1;0;45;3;0;1;1;1;55;0;0;0;1;0;Stayed
9680;50;1;20;0;4461;2;2;1;1;0;23;2;2;2;1;0;96;1;0;0;0;2;Stayed
42508;24;0;1;2;7814;0;3;1;0;0;72;3;0;4;2;0;7;1;0;1;2;0;Left
22313;47;0;6;4;7760;2;1;2;0;0;94;1;2;4;0;2;20;1;0;0;2;1;Stayed
52255;49;0;7;1;5649;2;2;3;0;0;37;3;2;4;2;1;22;1;0;0;3;0;Stayed
38779;20;0;7;1;5859;1;0;0;1;1;47;3;1;0;0;1;63;0;0;0;1;0;Left
47816;29;0;10;0;4835;0;3;1;2;1;50;1;0;2;1;2;50;0;0;0;2;0;Left
41277;34;0;14;3;11921;1;0;1;1;0;45;3;1;1;2;1;55;1;0;1;2;0;Stayed
23368;30;1;20;3;8028;1;1;3;0;0;83;2;1;2;2;0;93;0;0;0;0;0;Left
51086;33;1;16;4;9464;2;1;1;2;0;18;2;1;2;2;0;43;0;0;0;2;0;Stayed
60848;43;0;22;1;6208;0;1;0;1;0;6;3;1;4;0;0;23;0;0;0;2;1;Stayed
20485;55;0;6;4;8088;2;1;3;0;1;3;0;0;1;1;1;49;0;0;0;1;1;Left
69436;38;1;24;1;6314;2;1;1;2;1;92;1;0;0;0;0;74;0;0;0;2;1;Left
8798;34;1;12;0;4200;3;1;1;0;0;79;1;1;4;0;0;73;0;0;0;2;2;Stayed
13244;35;1;23;3;11690;2;1;2;3;0;10;1;0;1;0;0;50;0;0;1;3;0;Left
11101;53;0;33;3;8240;3;1;1;3;0;36;0;2;1;1;0;112;0;0;0;1;0;Stayed
42972;38;1;25;3;8603;2;3;1;0;1;27;0;1;4;0;0;46;0;0;0;0;2;Left
928;46;0;4;4;7385;1;0;1;0;0;6;2;1;5;2;1;26;0;0;1;0;0;Stayed
58806;39;0;21;3;6198;0;1;0;0;1;15;2;1;1;1;0;39;0;0;0;0;0;Left
30054;53;1;32;0;4232;3;1;1;0;0;73;0;0;2;0;2;54;0;0;0;1;0;Stayed
51278;48;0;5;2;9079;3;0;1;1;0;90;3;2;2;1;0;83;0;0;0;2;0;Left
7351;25;0;2;1;6127;3;1;3;0;1;53;0;2;0;1;0;13;0;0;0;3;1;Stayed
20049;37;1;4;3;6498;2;2;2;0;0;86;3;0;2;0;1;33;0;0;0;3;0;Left
42311;33;1;4;4;11284;2;0;1;0;0;75;2;1;3;0;0;17;1;0;0;2;1;Stayed
70555;19;1;10;0;3753;0;1;1;0;0;66;0;1;3;0;1;30;0;0;0;2;1;Stayed
1367;46;0;8;1;6519;3;1;1;0;1;95;1;1;0;0;2;41;0;0;0;2;2;Stayed
31785;47;1;13;1;5821;2;1;3;1;0;89;3;1;1;1;2;70;0;0;0;2;0;Stayed
68840;50;1;2;2;8111;0;1;1;0;0;69;1;0;1;1;2;57;0;0;0;1;0;Left
62766;22;1;13;4;10506;3;1;1;2;0;97;0;1;2;0;0;47;0;0;0;1;1;Stayed
19743;53;1;27;2;8244;3;1;1;0;0;89;2;1;1;0;0;71;0;0;1;3;0;Stayed
52965;27;0;12;3;9897;0;1;1;2;0;26;0;0;0;2;0;80;1;0;1;1;2;Stayed
38394;19;0;2;0;5246;0;1;2;0;1;63;0;1;4;2;1;17;0;0;0;2;0;Left
21979;21;1;7;1;5719;3;2;0;1;0;13;3;1;5;0;0;69;0;0;0;1;2;Left
32179;51;1;6;2;6928;1;1;3;0;0;85;3;1;1;0;1;32;0;0;0;2;1;Left
23192;43;0;5;2;7406;2;0;2;2;0;95;0;0;1;1;1;17;1;0;0;1;2;Stayed
36358;31;1;17;3;9524;2;1;2;1;0;42;2;1;1;1;1;40;0;0;1;2;2;Stayed
64903;56;1;48;3;8890;0;1;1;3;1;18;3;0;0;2;1;125;0;0;1;0;2;Stayed
71912;59;1;5;2;6818;2;3;1;0;0;90;1;0;4;0;2;32;0;0;0;1;2;Left
7176;23;1;1;2;7258;3;1;1;0;0;74;0;1;2;1;0;34;0;0;1;1;0;Stayed
49118;43;1;23;3;8517;0;1;1;0;0;28;0;2;0;0;1;67;1;0;0;2;2;Left
65690;27;1;2;1;6295;1;3;1;1;0;27;1;1;3;1;0;63;1;0;0;2;0;Stayed
59104;21;0;9;3;9119;2;1;1;2;0;2;3;1;0;1;1;32;0;0;1;2;0;Stayed
5604;23;1;14;3;8031;3;1;1;0;0;1;2;2;2;2;0;57;0;0;0;2;2;Stayed
29123;36;1;18;0;5152;2;2;1;1;0;79;1;2;2;1;2;26;0;0;0;3;2;Stayed
39173;38;1;22;2;9780;0;1;1;1;0;72;2;1;2;1;0;89;0;0;0;2;1;Left
30649;20;0;5;0;5543;3;1;2;0;0;11;1;0;5;1;1;65;0;0;0;1;2;Left
35513;32;0;8;4;5057;1;0;1;0;0;33;1;1;3;1;1;82;0;0;0;0;0;Left
4183;59;1;49;3;10307;2;1;1;2;0;17;0;1;1;1;2;126;0;0;0;2;0;Stayed
9045;35;1;7;0;4814;0;1;1;0;1;35;1;0;0;2;1;68;0;0;0;2;1;Left
60322;38;1;22;2;7834;2;2;1;0;0;70;2;1;6;0;0;88;1;0;0;1;1;Left
58516;36;1;14;0;2954;2;0;3;2;0;35;3;1;3;0;2;50;0;0;0;2;0;Stayed
12416;37;0;9;4;6879;2;0;1;1;0;96;3;1;0;1;1;61;0;0;0;0;3;Left
27646;59;1;18;2;9176;0;1;1;1;1;6;2;2;1;1;0;92;1;0;0;2;1;Left
20063;21;1;1;1;6171;2;0;1;2;0;63;2;1;5;2;1;63;0;0;0;0;0;Stayed
67474;50;0;29;4;8564;0;3;1;2;0;90;3;0;5;1;1;94;0;1;0;2;0;Stayed
59585;22;1;4;2;6200;0;1;1;0;0;4;0;2;4;0;2;21;0;0;0;1;1;Stayed
29367;35;1;13;3;9474;3;2;2;0;0;52;1;1;0;0;1;72;0;0;0;0;0;Left
30787;57;0;2;4;8441;3;1;1;3;0;81;2;1;1;2;2;35;1;0;0;2;3;Stayed
45449;26;0;12;3;7028;2;2;2;0;0;54;2;1;3;1;2;60;0;0;0;0;2;Left
27538;40;1;21;0;5139;2;1;2;2;0;90;1;1;0;0;0;88;0;0;1;2;0;Stayed
32755;45;1;9;2;8319;2;1;3;1;0;76;0;1;5;0;2;76;0;1;0;1;0;Left
71965;59;0;22;3;8630;0;1;1;0;0;38;0;1;1;0;0;55;0;0;0;0;1;Left
74062;21;0;5;3;5492;3;1;1;0;0;10;1;1;1;0;0;7;0;0;0;2;2;Stayed
33887;53;1;12;2;7944;2;3;1;0;0;52;0;1;0;2;0;66;0;0;0;2;3;Stayed
56043;33;0;15;0;4513;0;1;2;0;0;87;1;1;0;0;0;67;1;0;1;2;2;Stayed
24659;39;1;11;3;8715;2;0;1;1;0;65;3;1;0;0;0;53;1;0;0;0;0;Stayed
20353;39;0;28;1;6257;3;0;2;0;0;37;0;0;4;0;1;89;0;0;0;2;0;Stayed
27190;49;1;3;2;8558;0;1;2;1;0;11;1;0;3;0;0;18;0;0;0;0;2;Left
48549;49;0;31;3;10919;0;0;1;3;0;32;1;0;4;1;1;109;0;0;1;3;1;Stayed
42548;23;1;11;3;10538;0;1;1;0;1;17;0;1;1;1;0;35;0;0;0;1;3;Left
24895;54;0;37;4;5023;2;1;2;1;0;73;2;1;1;0;0;115;0;0;1;1;0;Left
39044;47;0;24;2;9342;1;1;1;4;0;87;3;0;2;1;0;79;1;0;0;2;1;Left
37058;46;0;27;1;6056;2;3;2;0;1;30;2;1;2;0;1;49;1;0;0;2;1;Stayed
16535;42;0;5;3;10202;2;1;1;2;1;4;1;1;1;0;2;50;0;0;0;2;0;Left
24156;29;1;1;1;6744;0;1;3;2;1;81;4;1;0;1;1;2;0;0;0;0;0;Left
29066;53;1;26;4;6134;2;2;1;1;0;74;2;2;3;1;0;37;0;0;0;0;2;Left
61026;46;0;20;1;5488;2;1;3;0;0;87;2;1;3;0;1;67;0;0;0;2;1;Left
6460;53;0;17;4;7422;0;1;3;1;1;18;1;0;2;2;0;61;0;0;1;2;2;Left
62548;18;1;1;0;3806;2;1;1;2;0;51;1;0;1;0;1;56;0;0;0;3;2;Left
23987;34;0;1;2;7661;0;0;2;1;0;47;0;0;4;2;2;31;0;0;1;1;0;Stayed
46894;24;0;4;4;4780;3;1;2;1;0;1;1;1;0;2;1;14;1;0;0;1;1;Stayed
55089;37;1;2;4;7368;0;1;3;1;0;60;1;1;5;1;1;54;0;0;0;1;1;Left
16019;18;1;2;3;7647;3;1;1;0;1;3;1;0;3;2;2;65;1;0;0;2;0;Stayed
61032;38;0;23;2;9214;3;1;1;3;0;75;0;1;0;1;1;92;0;0;0;2;1;Stayed
12987;34;1;18;2;9088;3;1;3;0;0;46;1;1;2;1;0;55;0;1;0;2;0;Stayed
38289;46;1;21;4;5305;3;3;2;1;0;41;1;0;1;2;0;35;0;0;0;2;3;Stayed
46076;56;1;40;4;10188;0;2;1;0;0;46;3;1;1;1;1;112;0;0;0;2;3;Left
1465;57;1;3;4;7431;2;1;3;2;0;15;4;1;0;2;0;69;0;0;1;2;2;Stayed
68241;20;1;5;2;8471;2;1;1;0;1;62;0;2;4;1;0;53;0;0;0;1;0;Stayed
23365;57;1;11;0;3749;2;1;1;3;1;65;1;2;0;2;0;52;0;0;1;1;0;Stayed
48151;58;0;26;3;6809;2;0;1;2;0;58;0;1;4;2;2;75;0;0;0;1;1;Stayed
17109;46;1;8;3;7924;0;1;2;0;0;87;1;1;3;0;0;37;1;0;0;0;2;Stayed
43521;47;0;31;3;8346;2;0;2;2;0;53;0;0;1;0;0;41;0;0;0;1;1;Left
62025;19;0;6;3;9870;3;3;1;0;0;56;1;0;0;0;0;36;1;0;0;1;2;Left
2736;42;1;25;0;5215;0;1;1;0;0;36;1;2;1;0;0;80;0;0;0;1;1;Stayed
42550;25;1;16;1;5686;2;1;2;1;1;78;2;0;1;1;2;77;0;0;0;1;2;Stayed
567;24;1;11;3;12277;0;2;3;1;0;38;0;1;2;2;0;28;0;0;0;0;1;Stayed
31718;44;1;30;1;5591;3;2;2;0;0;17;1;0;3;2;1;99;0;0;0;1;0;Left
46868;33;1;22;0;4401;3;2;2;0;0;79;0;1;2;1;1;56;0;0;0;2;0;Stayed
31084;49;1;14;3;9753;2;2;2;0;1;44;1;0;0;0;2;77;1;0;1;2;0;Stayed
37380;41;0;17;2;6351;0;2;1;3;1;30;0;1;1;2;0;27;1;0;0;1;3;Stayed
4532;30;1;15;0;3827;0;0;1;0;0;55;3;1;0;1;0;38;0;0;0;1;1;Left
44285;25;1;13;1;6307;0;1;3;1;0;52;1;1;0;0;0;60;0;0;1;2;2;Stayed
17762;38;1;27;1;5800;0;1;1;1;1;52;2;0;0;1;1;47;0;0;0;3;1;Left
38531;58;0;8;0;4588;3;2;1;2;0;70;3;0;1;2;2;50;0;0;1;2;1;Left
9236;34;0;18;1;5595;2;1;1;0;0;2;0;1;0;1;0;93;0;0;0;2;0;Stayed
15021;45;0;1;1;6324;0;1;3;0;0;55;3;1;0;2;0;64;0;0;0;3;0;Stayed
57480;58;0;18;2;7218;2;2;1;0;0;36;2;1;1;1;2;45;0;0;0;2;2;Stayed
18132;54;0;3;1;5433;0;2;1;0;1;60;2;1;2;1;0;44;1;0;0;3;0;Left
12188;24;1;3;3;12126;2;2;1;1;0;33;1;0;2;0;2;77;0;0;0;2;1;Left
49401;46;1;16;3;9843;0;0;1;0;0;87;2;1;2;1;1;50;0;0;0;1;2;Left
32815;40;0;23;4;8454;0;0;1;0;1;50;2;1;1;0;1;70;0;0;1;1;1;Stayed
7587;20;1;9;4;9816;2;1;1;3;0;13;0;0;4;0;2;62;0;0;1;2;1;Left
39635;27;1;6;3;12733;1;0;1;0;0;57;2;1;0;1;2;47;0;0;1;2;1;Stayed
624;45;1;35;2;8810;0;2;1;1;0;16;1;2;2;1;1;83;0;0;1;2;1;Stayed
65486;35;1;3;0;3716;2;3;0;2;1;8;0;0;2;1;0;26;1;0;0;2;1;Stayed
12475;46;1;16;1;4871;2;1;1;0;1;36;1;0;1;0;0;94;0;0;0;1;1;Left
59717;55;0;34;2;7695;0;2;3;1;1;84;2;0;3;1;1;49;0;0;0;1;0;Left
17963;25;1;2;3;8351;0;2;1;0;0;43;3;0;0;0;0;78;0;0;0;2;1;Left
67531;40;0;14;0;3843;2;0;2;1;0;4;1;0;5;1;1;50;0;0;0;0;0;Left
46467;39;1;21;4;8676;1;0;1;0;0;44;1;1;0;0;0;99;0;0;0;1;3;Left
284;20;1;6;1;5905;2;3;1;1;0;71;2;1;0;1;1;9;0;0;0;2;1;Left
27965;35;0;27;3;10922;0;3;1;0;1;17;3;1;2;2;0;34;0;0;1;2;1;Stayed
143;49;0;34;3;9548;2;1;1;1;0;5;1;1;4;0;0;93;0;0;0;3;1;Left
39093;20;0;5;3;9141;0;1;3;0;0;72;1;0;5;2;2;24;0;0;0;2;0;Left
40285;51;0;40;2;6951;2;1;1;0;0;14;2;1;1;0;1;114;1;0;1;2;0;Stayed
14540;29;1;21;1;5664;3;3;2;0;0;47;1;1;1;1;0;91;1;0;0;2;0;Stayed
5992;44;1;7;1;5819;0;0;2;0;1;15;0;0;6;0;1;74;0;0;0;2;0;Left
32154;29;0;9;0;6142;0;1;2;0;0;56;2;0;3;0;0;68;0;0;0;2;1;Left
31640;55;1;45;2;7878;2;1;2;1;1;72;1;1;3;1;0;57;0;0;1;1;0;Stayed
14068;59;1;25;3;9062;2;0;3;0;0;35;0;1;0;0;0;49;0;0;0;2;0;Left
805;35;1;12;3;7839;0;1;2;0;0;61;2;0;1;0;2;28;0;0;1;0;2;Left
1766;20;0;8;2;7397;2;0;1;3;0;71;1;1;0;1;2;17;0;0;0;2;0;Stayed
18671;42;0;26;4;10116;1;1;1;2;1;43;2;1;0;2;1;73;0;0;0;1;1;Stayed
25080;44;0;36;4;6601;1;1;2;0;0;35;1;0;1;1;1;55;0;0;0;3;1;Left
9774;50;0;11;3;10097;0;1;2;1;0;73;3;0;1;1;0;40;0;0;0;2;1;Left
24785;59;1;37;3;12853;2;1;1;2;1;94;2;1;4;1;0;40;0;0;0;1;0;Stayed
5730;44;1;25;3;8383;2;2;1;2;1;14;1;0;4;1;0;32;0;0;1;0;2;Stayed
4219;45;1;29;1;6030;3;1;1;0;0;48;1;0;0;0;1;61;0;0;0;2;2;Left
19246;43;1;6;1;5302;0;1;2;1;0;24;0;1;1;0;0;32;0;0;1;1;1;Left
52868;42;0;11;2;6895;0;3;1;2;1;74;1;1;1;0;1;32;1;0;1;0;1;Left
3222;22;1;12;3;9000;2;1;3;0;0;80;1;1;1;1;1;47;0;0;0;0;0;Stayed
46619;21;0;7;1;6041;2;0;3;1;1;18;3;1;1;1;1;17;0;0;0;2;1;Stayed
73135;21;1;10;0;3478;0;1;2;2;1;79;1;0;0;1;1;55;0;0;0;1;0;Left
79;46;1;30;0;5089;0;2;2;0;0;79;3;1;4;2;0;99;0;0;0;2;0;Stayed
74126;54;0;9;3;9390;0;0;1;2;1;34;1;1;1;0;0;44;0;0;0;2;2;Left
34166;32;0;15;2;8517;3;1;3;1;1;3;2;0;2;2;0;86;1;0;0;1;0;Stayed
69206;32;1;12;2;8014;2;2;2;0;1;94;1;0;1;1;2;21;0;0;0;0;0;Left
22947;31;0;9;2;8574;2;1;1;0;0;19;1;0;2;1;0;63;0;0;1;3;0;Left
60639;25;1;2;1;6208;2;2;3;3;0;24;3;1;2;2;2;70;0;0;0;2;2;Stayed
28345;56;1;39;0;3618;2;3;1;0;0;3;2;0;4;2;0;94;0;0;0;2;0;Stayed
41715;25;0;2;0;5029;0;1;2;0;1;3;2;1;4;2;2;62;0;0;0;2;2;Stayed
9878;42;1;2;0;3374;3;0;1;0;0;23;1;2;1;1;2;24;1;0;0;2;1;Stayed
31209;33;0;19;2;8379;3;0;1;1;0;62;3;1;3;1;0;78;0;0;1;2;2;Stayed
66129;19;1;11;2;7265;3;1;0;0;1;68;2;1;0;2;0;16;0;0;0;0;0;Stayed
7032;45;1;32;1;6279;0;1;1;1;0;45;2;0;0;0;0;101;0;0;0;1;0;Left
52952;54;0;44;2;7048;0;2;1;0;0;41;2;0;4;0;1;47;0;0;0;0;0;Left
15475;46;0;10;4;10032;0;1;1;1;0;23;1;1;4;1;0;55;0;0;0;3;1;Stayed
14905;29;0;16;2;8812;0;1;2;2;1;71;3;2;4;1;1;48;0;0;0;2;0;Stayed
12423;55;1;26;1;6494;2;1;1;2;1;58;0;1;3;0;1;41;0;0;0;2;1;Left
7450;42;0;14;3;7806;1;1;0;0;0;49;2;1;2;1;1;25;0;0;1;2;1;Left
45617;56;0;1;0;5197;2;1;1;2;0;35;1;0;0;0;0;67;1;0;0;2;0;Stayed
13792;55;1;43;4;5826;3;1;1;1;1;59;1;0;0;2;0;45;0;0;0;2;2;Stayed
7496;46;0;5;3;8966;3;1;2;2;0;70;1;0;4;0;1;11;0;0;0;2;0;Left
59515;56;1;9;1;6327;3;2;1;2;1;67;4;1;1;2;1;36;0;0;0;2;0;Stayed
33346;43;0;2;4;5568;1;0;1;2;0;83;0;1;2;2;0;70;0;0;0;2;1;Stayed
22908;33;0;6;1;5970;1;1;1;1;1;15;1;1;1;2;0;24;0;0;0;0;2;Stayed
26759;25;1;14;4;6118;2;2;1;0;1;46;1;2;3;1;1;78;1;0;0;1;2;Stayed
66943;38;0;24;3;9574;1;0;2;0;0;36;0;1;1;2;0;26;0;0;0;2;0;Stayed
72677;47;1;5;3;11159;2;0;2;2;0;3;0;2;1;0;0;14;0;0;0;1;2;Left
73119;29;1;21;4;13111;3;0;1;2;0;15;2;0;3;0;0;37;1;0;1;0;0;Stayed
9602;44;0;14;3;10186;2;1;1;0;0;23;0;1;1;2;0;27;0;0;1;1;0;Stayed
58121;56;1;36;1;6962;1;1;2;0;0;93;2;1;2;0;1;95;1;0;0;2;0;Stayed
4506;36;0;14;2;7896;3;1;1;0;1;38;0;1;0;1;0;57;0;0;0;3;1;Stayed
67728;53;0;34;1;6370;1;2;1;0;1;25;1;0;0;1;0;79;0;0;0;2;3;Left
24113;38;0;16;3;9446;2;1;3;0;0;89;3;0;4;0;2;84;0;0;0;1;1;Left
7127;19;0;7;4;12518;0;3;1;2;1;59;2;1;1;2;1;64;1;1;0;2;2;Stayed
60333;55;1;15;0;3944;2;0;2;0;0;65;2;1;0;0;2;54;0;0;0;3;0;Left
28861;50;1;13;3;9928;2;1;2;0;1;10;4;1;0;0;0;45;0;0;0;1;1;Stayed
41898;54;1;32;3;8690;3;1;3;0;0;80;2;1;0;2;1;74;0;0;0;1;0;Stayed
3932;25;1;10;0;5731;0;0;1;2;0;33;4;0;1;0;0;17;0;0;0;3;3;Stayed
27170;59;1;13;1;6614;3;2;2;0;0;23;0;2;0;1;0;91;0;0;0;2;1;Stayed
45426;29;1;6;3;8860;0;2;1;3;0;37;3;1;0;0;0;28;0;0;1;2;0;Stayed
12387;21;0;13;3;10981;0;1;1;1;0;84;2;0;1;1;0;50;1;0;0;2;0;Left
2134;37;1;2;0;4333;3;1;1;0;0;70;0;1;2;2;1;77;0;0;0;2;1;Stayed
43698;23;1;4;3;8347;3;1;1;0;0;27;2;1;1;2;2;22;0;0;1;2;0;Stayed
44409;58;1;11;0;5411;3;1;1;0;0;74;3;1;0;1;2;37;0;0;0;3;2;Stayed
43982;37;0;5;2;7515;0;0;1;0;0;24;3;1;0;1;2;51;0;0;0;2;3;Left
35207;42;1;24;1;5953;2;2;2;1;0;14;2;1;4;2;0;61;0;0;0;1;2;Stayed
60442;27;1;7;0;4502;1;2;1;0;1;66;1;0;1;0;2;79;0;0;0;2;0;Left
40672;32;1;5;2;8722;0;1;2;2;1;58;3;1;0;2;2;65;0;0;1;2;1;Left
63766;38;1;27;3;7207;2;3;1;1;0;86;2;0;0;0;0;67;0;0;0;2;0;Left
22904;26;0;11;4;7877;2;1;1;2;0;27;1;1;3;0;0;47;0;0;0;0;1;Stayed
65310;40;1;11;3;11062;3;2;3;1;0;97;0;0;0;0;0;53;0;0;0;3;1;Left
65078;48;0;29;0;4881;0;2;3;3;0;2;1;1;2;1;1;76;1;0;0;1;3;Stayed
39592;24;0;7;3;8449;0;1;3;1;1;39;1;1;5;1;0;79;0;0;0;2;1;Stayed
34168;57;1;8;1;5412;2;1;2;3;1;18;0;1;0;2;0;84;1;0;0;2;0;Stayed
47414;53;1;14;0;5964;0;1;1;2;0;5;3;1;3;1;0;22;1;0;1;2;0;Stayed
41189;42;0;16;0;3710;3;1;3;0;0;24;3;0;1;0;0;62;1;0;0;2;2;Stayed
29989;44;1;11;3;11754;0;1;2;0;1;11;1;1;1;1;1;42;0;0;0;2;2;Stayed
4663;36;0;3;2;7609;2;0;0;3;0;50;1;0;1;0;2;34;0;0;0;2;0;Left
7363;26;1;11;0;4419;1;1;2;1;0;35;3;0;0;1;0;61;0;0;1;2;1;Left
23806;30;0;19;3;10820;3;2;3;1;0;72;1;1;0;0;0;67;1;0;1;2;0;Left
63126;43;0;30;3;8131;2;1;1;0;1;20;3;0;0;1;1;33;0;0;0;2;0;Stayed
42050;20;1;1;3;9317;2;1;1;0;0;49;3;1;3;2;2;40;0;0;1;2;0;Stayed
37759;38;1;1;3;8931;2;1;3;0;0;12;1;1;4;1;0;33;1;0;0;2;1;Stayed
35414;40;0;3;0;6036;0;1;2;0;0;79;0;0;4;0;2;35;0;0;0;1;0;Left
42497;48;1;28;3;8210;0;2;1;2;0;5;0;2;0;0;0;107;1;0;0;0;0;Left
38505;52;1;4;4;10708;0;1;1;0;1;8;0;1;1;0;0;6;0;0;1;2;1;Stayed
13729;36;0;10;3;8064;3;2;1;0;0;73;1;1;3;1;1;77;0;0;0;2;0;Stayed
6709;43;1;15;3;6567;0;2;1;2;0;73;0;1;1;0;0;71;0;0;0;2;1;Left
5473;37;1;14;0;6583;3;1;0;0;0;93;1;1;2;2;0;61;1;0;1;0;2;Stayed
25981;18;0;5;0;3952;2;1;0;1;0;30;3;1;1;0;2;39;1;0;0;0;2;Stayed
53130;47;0;18;2;6745;2;3;1;2;0;98;1;1;1;1;2;68;1;0;1;2;2;Stayed
18584;41;1;30;2;7225;2;1;1;1;0;97;2;2;3;2;2;45;0;0;1;1;1;Stayed
68724;18;0;8;4;7126;3;3;1;0;1;56;0;1;4;0;0;43;0;0;0;1;1;Left
8371;29;0;1;3;6518;0;1;1;2;0;43;1;0;1;0;0;30;0;0;0;3;2;Left
3220;25;0;1;3;8421;2;1;1;0;0;8;2;0;3;1;2;8;0;0;1;0;1;Left
67860;46;0;2;2;8266;0;0;2;1;0;90;0;1;1;2;0;38;0;0;0;2;1;Stayed
27306;32;1;3;3;6938;3;2;2;1;1;22;3;1;0;1;0;27;0;0;0;2;2;Stayed
4030;18;1;8;3;10379;0;0;1;0;1;27;1;0;0;2;1;61;0;0;0;0;0;Stayed
35278;49;1;36;3;14276;1;0;3;1;0;37;1;0;4;1;0;71;0;0;0;1;0;Left
10252;35;0;27;0;4532;3;1;2;1;1;31;0;1;1;1;0;71;0;0;0;2;2;Stayed
35147;37;0;5;3;9473;1;1;1;0;0;48;2;0;4;1;1;35;0;0;0;1;0;Left
74410;29;1;15;0;4059;0;1;1;2;1;43;2;1;1;2;0;61;0;1;0;0;3;Left
